filename,filesize,encoding,header
SONG1_1.mp3,500000,,
SONG1_2.mp3,500000,,
SONG1_3.mp3,500000,,
SONG1_4.mp3,500000,,
SONG1_5.mp3,500000,,
SONG1_6.mp3,500000,,
SONG1_7.mp3,288419,,
